"GalaxyID","Prob_Smooth"
474474,0.609575
490939,0.652071
564730,0.764423
620220,0.230441
822499,0.132772
866694,0.466218
434584,0.149241
387017,0.648667
664883,0.107299
526018,0.007568
870884,0.498397
858912,0.661599
269915,0.563285
248722,0.060356
220787,0.024769
630269,0.269658
825696,0.023023
200221,0.028978
912471,0.541614
984428,0.25974
920849,0.825576
130768,0.755789
929417,0.019103
936136,0.313979
233804,0.44237
461541,0.622609
599319,0.16294
804616,0.723787
622692,0.188962
523720,0.44793
192806,0.111305
452445,0.795038
131848,0
504568,0.27832
879666,0.002928
711567,0.650642
135980,0.772988
690990,0.721502
946391,0.235994
627352,0.845775
738692,0.581685
930658,0.30754
758459,0.24546
763525,0.953
490335,0.047262
967153,0.688493
110384,0.057217
952029,0.54946
566263,0.614104
374768,0.225178
691395,0.655668
457075,0.656712
526007,0.179939
711790,0.202763
778142,0.913039
987537,0.587111
107379,0.028279
505396,0.280403
426545,0.449589
661986,0.392607
163008,0.363068
331242,0.491167
382648,0.886373
591412,0.404122
809960,0.438062
701202,0.238457
695125,0.060434
149222,0.369843
807282,0.024
429816,0.572878
174667,0.583575
663886,0.834231
197903,0.558629
940134,0.628192
138455,0.569686
930655,0
170340,0.635058
122292,0.724357
232592,0.685587
502312,0.137085
922503,0
782018,0.313833
583565,0.076763
447783,0.453203
909271,0.388566
378070,0.282489
737169,0.162544
827748,0.139775
155582,0.648638
237854,0.791
890608,0.020757
596502,0.589769
635220,0.785957
984155,0.958719
254003,0.773754
315733,0.115834
652120,0.567813
195275,0.277932
644471,0.882758
552954,0.130774
456097,0.934549
563098,0.614649
943155,0.042355
223560,0.213705
225801,0.125
357264,0
756938,0.494343
233776,0.679008
151741,0.63323
550742,0.531472
528754,0.095523
631439,0.383919
442194,0.419141
971732,0.890752
425998,0.889
122296,0.307229
751412,0.385436
846886,0.528333
454679,0.127852
315427,0.166056
757989,0.851
447121,0.534255
196918,0.158583
309517,0.153295
756883,0.213772
893353,0.077164
919450,0.03993
849703,0.191195
342252,0.232147
868935,0.556296
673062,0.784474
709697,0.218808
365305,0.787225
414260,0.532882
310205,0.411621
110805,0.812728
365782,0.540287
705305,0.879609
964320,0.791406
407783,0.509844
837386,0.505139
490151,0.1509
161618,0.797016
757253,0.710688
842715,0.066264
795080,0
594758,0.282897
914047,0.049157
249722,0.456745
830435,0.170024
810914,0.06464
857221,0.153729
458348,0.105607
377070,0.614414
784114,0.374114
242446,0.432319
340692,0.515358
404036,0.014668
795387,0.627
842657,0.511
492113,0.019786
616819,0.117493
559646,0.212793
919229,0.845354
837702,0.575239
370972,0.088823
222513,0.642094
978367,0.717928
287153,0.307486
992249,0.439324
824471,0.781543
638625,0.751716
405603,0.777223
650361,0.07556
629732,0.922923
937553,0.097451
679810,0.193087
829499,0.090008
223881,0.358032
269137,0.329509
582411,0.007334
946621,0.755694
566872,0.352481
244777,0.474264
946604,0.392165
536067,0.5011
801320,0.31352
350311,0.581739
817529,0.417868
397871,0.779117
145571,0.293613
846802,0.732
820841,0.812197
603576,0.547739
749869,0.311416
727342,0.470606
837621,0.42374
434942,0.625572
742158,0.417892
636345,0.909961
752917,0.156676
592384,0.763321
276111,0.462884
257507,0.654009
152063,0.796188
463400,0.503032
475296,0.949772
160411,0.18601
137134,0.67681
338230,0.307379
576895,0.716831
417476,0.521364
601667,0.087222
826316,0.864211
139635,0
648757,0.609562
554431,0.581715
303315,0.083785
345078,0.824581
333877,0.690706
713103,0.114957
928682,0.628893
944760,0.55856
963264,0.192613
202788,0.242413
798998,0.614864
427675,0.426713
707159,0.030355
650065,0.087246
223857,0.650921
684340,0.670603
588531,0.71107
494570,0.872
228320,0.20525
667631,0.369768
230350,0
388320,0.94465
620938,0.9
866735,0.211838
888502,0.748141
855673,0.066941
326858,0.540833
175174,0.767968
358735,0.056341
635432,0.096955
974076,0.795621
748841,0.767698
326039,0.227668
193204,0.400733
938489,0.241813
651502,0.247263
251898,0.069484
671285,0.073834
175374,0.450348
273578,0.29447
790994,0.484751
522557,0.484301
777854,0.684435
419377,0.31499
389073,0.703649
613156,0.35382
501768,0.162709
700602,0.732038
575733,0.153358
456276,0.69304
855128,0.080466
369992,0.452807
207405,0.976656
440302,0.494899
686981,0.599204
966628,0.384805
389077,0.152437
388445,0.372324
122445,0
920774,0
190236,0
199631,0.248398
515864,0.166065
966700,0.087501
119990,0.100281
478822,0.268107
623989,0.56996
259358,0.377935
747820,0.428136
856016,0.26626
419001,0.842668
809235,0.156646
524783,0.251867
627159,0.822323
179099,0.909
838545,0.842407
899903,0.26436
740751,0.358839
640968,0.009687
990809,0.345551
463768,0.872
808990,0.163081
474223,0.848125
642884,0.332993
107261,0.687343
511348,0.628183
466070,0.53924
502278,0.553731
913928,0.349516
775596,0.884359
925874,0.495932
514637,0.344456
243259,0.022205
567375,0
722192,0.595787
316756,0.794349
598461,0.476702
397717,0.6589
622924,0
622994,0.832993
330779,0.172759
877909,0.901902
681866,0.811305
996542,0.711154
730044,0.402593
807085,0.327
649179,0.850328
154967,0.055444
520231,0.070282
998220,0.649195
875577,0.197559
910839,0.252597
202672,0.969597
909225,0.706213
113746,0.823976
780092,0.702853
392498,0.686007
989276,0.332717
583347,0.247913
597640,0.337221
672908,0.374937
477333,0.017189
372720,0.493051
526441,0.053193
311591,0.281062
333238,0.040759
949535,0.134001
393125,0.40865
728641,0.374721
562377,0.682093
489358,0.347212
490560,0.127814
847552,0.503384
873866,0.569958
102407,0.04231
234891,0.456904
723875,0.567583
898875,0.349558
505294,0.103895
581246,0.802226
777862,0.500328
529652,0.07416
462583,0.195492
945054,0.516575
222767,0.231611
941981,0.105918
380872,0.582841
222467,0.10992
124519,0.365692
239784,0.811626
147619,0.190079
117217,0.378964
735969,0.573684
383999,0.098588
775067,0.07956
960001,0.037181
340100,0.245719
571171,0.031337
679597,0.049076
512893,0.67154
140576,0.298306
933712,0.707293
378401,0.674993
811974,0.716253
211774,0.133377
975209,0.301079
276434,0.002462
815157,0.797878
968187,0.237364
716919,0.78804
809815,0.864355
322045,0.907651
105082,0.544582
664526,0.560133
667027,0.354874
605564,0.19197
752456,0.199767
440477,1
917721,0.777929
726822,0.297555
687733,0.063435
394807,0.070347
591248,0.353361
930659,0.878596
357399,0.708862
782421,0.099287
255917,0.84424
470483,0.478679
536856,0.22594
817520,0.439224
694036,0.136674
467408,0.721916
264423,0.52161
984567,0.747621
408153,0.610401
984388,0.492985
960939,0.755438
839372,0.735853
643308,0.034178
373810,0.145987
311082,0.735191
386868,0.979339
657611,0.467898
396109,0.219264
400737,0.51714
468977,0.433358
444834,0.75
995636,0.087
322875,0.231626
776423,0.078773
947890,0.998639
684499,0.331985
904013,0.624247
311623,0.259166
224280,0
872808,0.283855
718537,0.857583
608281,0.097
687648,0.054373
142905,0.88819
607731,0.143912
305611,0.354115
228661,0.104536
915867,0.125184
504988,0.642892
381922,0.183612
484518,0.355069
883170,0.85049
717718,0.760039
929586,0.830024
115299,0.265018
879455,0.214683
230463,0.396073
870951,0.2
249740,0.762186
906058,0.973718
856167,0.80065
158286,0.250292
751607,0.453894
280333,0.472297
714528,0.864
768859,0.756501
420685,0.701024
798964,0.725857
168631,0.483952
660796,0.746898
727736,0.079613
920942,0.025025
614771,0.348296
917692,0.040848
359557,0.375248
145776,0.639139
759514,0.207028
968321,0.805057
340376,0.381657
713454,0.347581
299699,0.84899
829301,0.573045
289101,0.356378
327206,0.826201
590371,0.051177
123792,0.47327
723342,0.215376
522087,0.064752
180239,0.054984
725244,0.04717
525362,0.709342
420061,0.767234
650471,0.555043
738503,0.36495
848209,0.052879
578741,0.242279
822135,0.416992
590376,0.14278
509258,0.363485
902192,0.536463
998814,0.454952
512717,0.05459
758420,0.100288
642078,0.421672
475181,0.125182
709518,0.531643
873162,0.518904
174635,0.04008
265454,0.100744
642283,0.315734
272206,0.375439
775413,0.662529
825839,0.606785
596375,0.297206
612054,0.578641
604165,0.650563
744705,0.882998
491888,0.496
318495,0.107837
820143,0.207684
384388,0.266281
655782,0.082742
263124,0.077554
394062,0.486925
310646,0.049683
754594,0.514122
343489,0.075
614873,0.50943
563552,0.767768
913570,0.920945
797919,0.506087
652680,0.373113
345928,0.692775
607545,0.572718
212229,0.836
833501,0.963192
151221,0.965596
719085,0.887199
570003,0.534827
654172,0.369194
972824,0.275183
295104,0.789955
793496,0.212849
564745,0
878523,0.250735
177215,0.909
156291,0.050187
119186,0.677322
654737,0.135467
844164,0.448701
503037,0.844
284329,0.734738
484414,0.667517
911071,0.243993
502094,0.202796
373419,0.863252
428620,0.319111
957566,0.19835
641764,0.280682
433109,0.03045
226691,0.532926
266930,0.81727
664116,0.501163
606103,0.7076
659724,0.870986
374303,0.006707
934281,0.906108
366442,0.483788
770955,0.429208
712101,0.0318
338728,0.872
646093,0.743422
543800,0.406701
702448,0.121629
832461,0.889
551496,0.17146
646273,0.673543
528143,0.402756
496662,0.178064
504697,0.50394
144383,0.483059
740173,0.928072
507269,0.390972
918388,0.490532
629114,0.08445
213439,0.527714
309383,0.614425
293367,0
804376,0.486039
626440,0.452751
508384,0.09609
946540,0.703194
936120,0.460293
269791,0.179194
678034,0.52388
641448,0.385228
102182,0.921081
475435,0.068555
541145,0.606283
539460,0.289301
329613,0.522865
120187,0.252568
463738,0.663579
783356,0.006996
999415,0.022477
659620,0.803191
971480,0.872927
502979,0.199429
824375,0.889389
231004,0.476779
315233,0.875212
600510,0.631451
329396,0.51952
722847,0.747307
876181,0.043744
506661,0.521301
182444,0.037624
694391,0.518948
336330,0.533286
992656,0.423163
288682,0.139902
669307,0.269351
700588,0.702991
648034,0.128662
326732,0.554024
202898,0.092816
702134,0.500409
766467,0.658625
939378,0.597
667813,0.561681
418848,0.721412
969329,0.013619
351735,0.43332
391261,0.726519
716883,0.593747
600288,0.236695
362382,0.418594
157375,0.57093
468612,0.847301
207129,0.178471
401953,0.414242
517250,0.140383
775352,0.282725
242376,0.906219
191131,0.588326
324396,0.722695
841502,0.944
289136,0.242376
144933,0.637963
545152,0.539063
470870,0.067977
270766,1
703132,0.337917
564629,0.345167
315440,0.580615
389467,0.36215
889681,0.089029
811122,0.168245
709767,0.095632
863045,0.380827
902587,0.457034
770404,0.089392
761072,0.332223
301598,0.389303
146233,0.070158
950439,0.088088
489807,0.633841
128434,0.359983
525591,0.168211
161216,0.693095
240952,0.787689
382010,0.548454
113483,0.841656
249665,0.507922
218858,0.042197
512830,0.088131
742054,0.906266
635543,0.393777
841149,0
997788,0.682762
202488,0.659131
462457,0.671603
741065,0.091996
952609,0.027
923829,0.645904
748442,0.242067
484129,0.211133
468554,0.53952
678803,0.493386
690692,0.936389
376000,0.791583
570170,0.606096
966405,0.333812
668135,0.861491
666240,0.107673
489362,0.530794
475909,0.063
220162,0.709378
623556,0.828
676438,0.599006
872591,0.263562
607285,0.651579
833023,0.444069
589415,0.253346
310925,0.247112
614286,0.768942
806357,0.178224
253007,0.769555
918906,0.558088
150274,0.772228
809891,0.885
241154,0.162395
559392,0.594176
216888,0.793615
581976,0.775084
743113,0.272983
406847,0.034867
480427,0.150851
159137,0.519517
858683,0.716354
850456,0.686155
563041,0.670205
202609,0.033371
392216,0.555773
799861,0.145825
692553,0.27853
538650,0.48904
702156,0.736955
337161,0.77168
996701,0.941
398091,0.725643
345920,0.564298
562968,0.580481
398566,0.523904
684966,0.443269
122293,0.030092
415102,0.672415
679348,0.388443
784656,0.493887
257394,0.620946
302100,0.304699
675986,0.444061
581786,0
893560,0
846314,0.559398
948366,0.678748
349430,0.562761
897529,0.177308
534657,0.279357
917942,0.139258
788202,0.821232
829440,0.321363
503240,0.605088
667235,0.557124
797612,0.804418
520112,0.746521
955049,0.832075
745254,0.820157
491022,0.941021
889649,0.041367
705931,0.379117
805725,0.09367
284294,0.944909
198512,0.88098
381819,0.954
139650,0.617594
876505,0.0595
898745,0.022977
178196,0.21
927621,0.617548
609202,0.261888
749177,0.280415
495950,0.894213
782689,0.511167
982201,0.098645
531984,0.771229
537751,0.224165
254225,0.868646
795554,0.500486
424877,0.414051
416056,0.460173
749632,0.818673
696979,0.49156
176210,0.469687
954183,0.7513
516226,0.770189
344329,0.136159
345119,0.304814
289814,0.53425
177639,0
464108,0.127055
409162,0.162132
902552,0.427276
220920,0.875142
816525,0.948776
959114,0.208436
606017,0.821084
627799,0.514285
296098,0.146843
719607,0.035385
913922,0.484527
388529,0.661683
630495,0.260365
698583,0.619503
363433,0.278975
534754,0.173553
305091,0.742872
839449,0.160012
819676,0.863212
766911,0.735
614182,0.486934
421733,0.568979
570834,0.175757
677871,0.290705
149281,0.833829
713588,0
911183,0.130615
305339,0.774244
951507,0.575975
241592,0.307403
119373,0.460909
199135,0.259487
933037,0.678325
478681,0.772578
388653,0.836136
377642,0.112602
315614,0.237832
435231,0.71829
112918,0.848234
320768,0.833536
936891,0.560318
820777,0.555946
306736,0.506934
233249,0.765606
469695,0.033147
946751,0.693521
436132,0.585415
834912,0.44444
778179,0.45087
742247,0.829
937006,0.458038
282010,0.377163
425672,0.217354
548009,0.161197
769570,0.868
323941,0.376866
477161,0.521648
881654,0.772883
983222,0.873996
673527,0.614845
475635,0.286789
241155,0.667793
475905,0.485727
962702,0.331702
494354,0.404554
145793,0.951551
167074,0
796278,0.18721
109282,0.96334
146334,0.537103
181307,0.493854
901660,0.880074
163121,0.194018
535080,0.90991
288645,0.718991
770675,0.34775
795897,0.93474
844332,0.452172
161588,0.696255
589139,0.684526
365520,0.019998
161784,0.459286
622013,0.522235
592895,0.626056
958709,0.859578
711785,0.612437
315146,0.856044
478428,0.174871
482926,0.313563
733556,0.029371
610412,0.107734
608841,0.012836
825422,0.720278
553198,0.732784
577402,0.879
371444,0.401221
752945,0.005937
146357,0.373976
833893,0.250778
724340,0.256373
577691,0.605987
246560,0.346658
496954,0.170164
212151,0.026522
110339,0.007465
447600,0.771421
359818,0.701905
929683,0.540746
102406,0.119271
685340,0.390425
870261,0.295165
280393,0.357196
619200,0.096067
143962,0.718
687032,0.969913
509144,0.587625
162640,0.255498
264565,0.825462
490986,0.018096
120998,0.029071
948709,0.095047
670823,0.308858
221571,0.285669
506264,0.747076
529549,0.767685
297364,0.068436
242164,0.784964
591163,0.63074
626625,0.066158
682883,0.062776
105459,0.850969
473929,0.021
343490,0.046766
656260,0.619866
394005,0.37343
858306,0.908348
815153,0.646543
173351,0.291484
896703,0.100469
779513,0.82
166402,0.015079
653009,0.574373
577162,0.855156
940661,0.810335
242574,0.214458
762060,0.133608
899346,0.869978
272736,0.598184
249497,0.796032
769757,0.298444
980076,0.608839
152647,0.719159
285084,0.114674
473514,0.761239
715641,0.378266
429660,0.202407
886621,0.581524
801116,0.418671
467123,0.815242
713751,0.576529
503474,0.514998
384262,0.427443
971634,0.146829
710333,0.086616
408247,0.31443
951382,0.037824
626636,0.246686
418128,0
326320,0.967684
106499,0.352787
287875,0.223753
697422,0.232922
984380,0.817999
603924,0.016881
506031,0.202563
400060,0.511339
796568,0.655646
255961,0.807823
418555,0.238717
331403,0.952
259710,0.712357
980005,0.544325
372835,0.426037
957904,0.411953
115275,0.588764
300822,0.421714
200410,0.639719
887318,0.487607
589195,0.046232
736056,0.061
784449,0.120327
747206,0.605292
342028,0.173147
960878,0.184537
305914,0.915549
589958,0.302629
290007,0.896507
889335,0
233269,0.029352
443900,0.07329
753617,0.119758
781104,0.415721
926657,0.783827
890231,0.056289
862406,0.032891
543954,0.12075
658079,0.38782
518593,0.066241
505764,0.491745
909585,0.512903
310024,0.191953
922397,0.034362
112135,0.813748
835140,0.460471
616875,0.707143
661027,0.919954
783719,0.394563
670464,0
660930,0
136233,0.876975
861328,0.915
248863,0.62918
461534,0.299894
297155,0.358082
629262,0.666849
487828,0.525223
509128,0.688139
440497,0.082241
727478,0.748244
988605,0.375008
306805,0.202544
626132,0.874057
884229,0.884181
224007,0.124556
477768,0.08115
294024,0.036174
431889,0.175437
163756,0.466801
667844,0.116001
669988,0.930338
922069,0.700593
796735,0.644757
535678,0.05463
193632,0.848
746709,0.17113
724557,0.780505
557066,0.775906
585308,0.418224
837573,0.041944
602701,0.156491
139932,0
938024,0.857187
663062,0.75532
451897,0.514053
467287,0.05156
616270,0.450097
419395,0.520802
744376,0.691291
181806,0.453803
709574,0.502186
297918,0.762183
342811,0.454562
775545,0.677658
120259,0.247811
270851,0.099749
493998,0.027133
198931,0.212846
584736,0.417595
854158,0.430433
438691,0.50421
179154,0.417141
349429,0.111745
354333,0.274699
523179,0.376014
488853,0.481617
518132,0.703207
686977,0.197
344728,0.271452
585135,0.271776
797298,0.04496
296266,0.516961
645104,0.223178
941609,0.090043
738654,0.682318
846527,0.453257
872777,0.894609
383480,0.543971
184375,0.340578
409528,0.541789
472342,0.191089
529174,0.536752
650954,0.841746
368831,0.32538
343989,0.237515
969992,0.247791
717352,0.698492
390562,0.83754
764639,0.746079
187584,0.967322
139523,0.861188
879377,0.050124
387549,0.657592
637250,0.626476
379520,0.072692
457888,0.715062
979730,0.257764
839672,0.705414
462575,0.656881
442992,0.721825
763639,0.323099
118452,0.67871
785453,0.545621
886892,0.154731
839536,0.016763
446167,0.3224
629813,0.075502
197958,0.649271
294504,0.130216
627199,0.338472
187971,0.795757
553857,0.080219
252479,0.490211
845321,0.065649
908891,0.853306
424159,0.589517
798695,0.068997
702503,0.614806
172677,0.557727
435572,0.166622
842521,0.017016
871031,0.400674
803920,0.834115
726111,0.083485
688872,0.715884
554753,0.098041
512512,0.675868
107606,0.014403
546714,0.763
918588,0.27595
343202,0.049943
659685,0.138008
684969,0.282582
203035,0.581504
772640,0.871447
654792,0.600476
290522,0.33887
370030,0.812125
762618,0.421298
920626,0.085193
473982,0.340187
708015,0.568364
199745,0.095479
829469,0.589657
244672,0.38092
426071,0.137754
641006,0.851845
797590,0.314677
974800,0.531531
290008,0.101935
641488,0.549716
688629,0.465415
720992,0.923333
491815,0.235522
116817,0.436158
110074,0.611109
902086,0.766
555055,0.843005
236691,0.120836
344009,0.62
487304,0.275629
103224,0.552642
598157,0.394086
499567,0.891688
137384,0.197754
304077,0.090345
108959,0.68
257224,0.052348
285089,0.701088
209473,0.640494
604325,0.174623
671028,0.860616
917914,0.080074
102743,0.651544
516617,0.280995
809182,0.256626
221978,0.583581
453318,0.60207
216816,0.531557
210967,0.797875
493058,0.525851
463600,0.068972
197296,0.046953
934572,0.467726
986640,0.121241
406647,0.136311
717538,0.89755
493163,0.3792
941574,0.069639
423852,0.522705
359738,0.62213
403210,0.251825
913178,0.475462
967293,0.498036
319887,0.169819
981243,0.355238
312596,0.778396
774507,0.568247
105743,0.305599
721554,0.623915
895614,1
759418,0.297673
962768,0.099663
347350,0.940465
104478,0.121545
435210,0.128006
602908,0.934865
858858,0.89297
481993,0.867794
198129,0.902935
159468,0.639953
121128,0.269882
253110,0.429241
305515,0
464711,0.579105
247475,0.790612
605967,0.141449
445972,0.018
600456,0.378913
998202,0.62851
211311,0.910167
757687,0.57286
778689,0.199624
938492,0.112344
692036,0.202723
773866,0.405905
808583,0.447373
627845,0.230846
284865,0.787663
348008,0.336626
721006,0.065867
583568,0.176512
926480,0.54051
996602,0.660377
584887,0.186
411692,0.116438
659678,0.022239
775702,0.767768
234130,0.281076
234951,0.610501
665187,0.701063
174193,0.924705
385322,0.132015
303012,0.015295
840278,0.6793
812941,0.380715
459564,0.56337
874193,0.633003
541344,0.601629
963603,0.291085
668212,0.033173
514864,0.329667
791337,0.300873
541769,0.024519
324515,0.856901
680852,0.087478
541668,0.171606
406866,0.289
484323,0.493389
803736,0.731264
692644,0.111077
439388,0.139037
668828,0.783482
203748,0.75689
188601,0.237
212448,0.382942
453401,0.595831
853051,0.71178
717449,0.759865
808918,0.10505
474200,0.019474
961503,0.658155
883977,0.700691
155346,0.178295
186582,0.275462
528189,0.823563
795933,0.462118
322056,0.165013
123692,0.20557
539113,0.547616
876626,0.579882
161087,0.601827
133675,0.886
111534,0.068937
979219,0.302634
983348,0.807042
344204,0.394762
511003,0.017515
802612,0.16423
286197,0.536467
522020,0.258655
697205,0.639464
759070,0.11677
434964,0.209408
997390,0.375156
359954,0
458031,0.118182
432250,0.10124
936653,0.365481
350087,0.046102
966481,0.307079
851324,0.89444
256050,0.16264
901802,0.379027
304954,0.660735
680636,0.519262
421327,0.263163
528846,0.965654
719442,0.133413
627655,0.415235
208153,0.490808
314752,0.514154
200091,0.559206
658063,0.429385
329326,0.203412
528046,0.817999
899591,0.244582
248017,0.611243
360050,0.432868
823052,0.248863
289265,0.172138
486049,0.422422
944738,0.798862
190971,0.591584
363491,0.520012
711617,0.233746
436359,0.147106
149229,0.132024
779908,0.352983
211007,0.003275
940622,0.579893
573041,0.005555
241955,0.00574
316605,0.823458
545388,0.805959
188882,0.21724
154409,0.007554
555501,0.578214
540941,0.082334
158678,0.73818
434948,0.726098
770266,0.89094
617012,0.110482
798662,0.362878
808541,0.387259
576913,0.56767
596742,0.320154
190362,0.101388
853258,0.236808
316931,0.177
485217,0.831863
446340,0.116431
962357,0.289563
680644,0.745259
231026,0.534796
259324,0.583945
329234,0.346014
184232,0.229112
934910,0.042682
707285,0.907
499683,0.086958
253202,0.098557
400790,0.052018
538221,0.235842
360615,0.386774
393186,0.738739
199674,0.316455
141319,0.118973
643129,0.122679
966790,0.712783
823557,0.537459
807091,0.809994
629120,0.832387
880107,0.362848
262849,0.156871
217989,0.227032
150731,0.395166
384970,0.909922
838389,0.011005
602433,0.829484
162287,0.772812
403951,0.140631
128998,0.210016
212235,0.10138
562716,0.479878
758207,0.100718
728365,0.504698
107736,0.456254
204848,0.645855
220966,0.888697
414729,0.409599
774967,0.765172
238436,0.143744
930685,0.283528
359644,0.796
987159,0.599902
396933,0.739187
540203,0.269331
223275,0.426192
239782,0.16591
504562,0.183919
862730,0.463226
983356,0.764229
576596,0.699371
793998,0.197738
308737,0.858789
310641,0.410685
787660,0.396578
177737,0.121486
149112,0.149849
934348,0.161031
845295,0.693404
205312,0.038837
145741,0
392698,0.182623
476164,0.384807
871291,0.881614
634574,0.549076
398126,0.835258
969630,0.876222
325123,0.038203
721667,0.840356
291351,0.297225
314524,0.192477
599400,0.076394
631277,0.710668
293491,0.050857
385899,0.529935
559142,0.250476
507108,0.784242
323843,0.335673
326041,0.321129
583403,0
147673,0.694139
577188,0.140127
967197,0.860495
170735,0.757848
495578,0.099907
979513,0.408032
127027,0.657581
811016,0.505577
105653,0.426994
434725,0.860925
398531,0.347076
579133,0.068494
720849,0.891121
259803,0.77556
529300,0.52241
644213,0.073763
854383,0.634203
180369,0.479462
217984,1
